0,fname,matricule,departmet,levels,sex,db1,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110
13147,ECN 201,HIMS/04/13/0477,MANAGEMENT,200,1,2013/2014,6,18,14.4,3,225,0,,,,
13148,ECN 203,HIMS/04/13/0477,MANAGEMENT,200,1,2013/2014,6,,3.6,3,72,0,,,,
13149,ECN 206,HIMS/04/13/0477,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13150,ENG 101,HIMS/04/13/0477,MANAGEMENT,200,1,2013/2014,,,0,2,12,0,,,,
13151,FRE 101,HIMS/04/13/0477,MANAGEMENT,200,1,2013/2014,22,53,30,2,0,0,,,,
13152,INS 201,HIMS/04/13/0477,MANAGEMENT,200,1,2013/2014,7,18,15,3,0,0,,,,
13153,LAW 201,HIMS/04/13/0477,MANAGEMENT,200,1,2013/2014,16,30,9.2,1,25,0,,,,
13154,LAW 202,HIMS/04/13/0477,MANAGEMENT,200,2,2013/2014,,,0,1,0,0,,,,
13155,MGS 201,HIMS/04/13/0477,MANAGEMENT,200,1,2013/2014,3,21,14.4,3,138,0,,,,
13156,MGS 202,HIMS/04/13/0477,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13157,MGS 204,HIMS/04/13/0477,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13158,MGS 206,HIMS/04/13/0477,MANAGEMENT,200,2,2013/2014,0,,0,3,0,0,,,,
13159,MGT 204,HIMS/04/13/0477,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13160,MKG 201,HIMS/04/13/0477,MANAGEMENT,200,1,2013/2014,8,16,14.4,3,72,0,,,,
13161,MKGS 202,HIMS/04/13/0477,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13162,MGS 305,HIMS/04/13/0477,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13163,MGS 306,HIMS/04/13/0477,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13164,MGS 302,HIMS/04/13/0477,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13165,ACY 201,HIMS/04/13/0480,MANAGEMENT,200,1,2013/2014,,,0,3,141,0,,,,
13166,ACY 201,HIMS/04/13/0480,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
13167,BNF 201,HIMS/04/13/0480,MANAGEMENT,200,1,2013/2014,14,17,18.6,3,0,0,,,,
13168,BNF 201,HIMS/04/13/0480,MANAGEMENT,200,3,2013/2014,14,36,30,3,,,,,,
13169,CSC 202,HIMS/04/13/0480,MANAGEMENT,200,2,2013/2014,11,21,12.8,2,0,0,,,,
13170,CSC 202,HIMS/04/13/0480,MANAGEMENT,200,3,2013/2014,11,,4.4,2,,,,,,
13171,ECN 201,HIMS/04/13/0480,MANAGEMENT,200,1,2013/2014,18,29,28.2,3,129,0,,,,
13172,ECN 201,HIMS/04/13/0480,MANAGEMENT,200,3,2013/2014,18,,10.8,3,,,,,,
13173,ECN 203,HIMS/04/13/0480,MANAGEMENT,200,1,2013/2014,9,14,13.8,3,141,0,,,,
13174,ECN 203,HIMS/04/13/0480,MANAGEMENT,200,3,2013/2014,9,,5.4,3,,,,,,
13175,ECN 206,HIMS/04/13/0480,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13176,ECN 206,HIMS/04/13/0480,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
13177,ENG 101,HIMS/04/13/0480,MANAGEMENT,200,1,2013/2014,18,32,20,2,46,0,,,,
13178,ENG 101,HIMS/04/13/0480,MANAGEMENT,200,,2013/2014,18,Validated,,,,,,,,
13179,FRE 101,HIMS/04/13/0480,MANAGEMENT,200,1,2013/2014,13,30,17.2,2,93,0,,,,
13180,FRE 101,HIMS/04/13/0480,MANAGEMENT,200,3,2013/2014,13,,5.2,2,,,,,,
13181,INS 201,HIMS/04/13/0480,MANAGEMENT,200,1,2013/2014,19,32,30.6,3,150,0,,,,
13182,INS 201,HIMS/04/13/0480,MANAGEMENT,200,,2013/2014,19,Validated,,,,,,,,
13183,LAW 201,HIMS/04/13/0480,MANAGEMENT,200,1,2013/2014,14,22,7.2,1,51,0,,,,
13184,LAW 201,HIMS/04/13/0480,MANAGEMENT,200,3,2013/2014,14,,2.8,1,,,,,,
13185,LAW 202,HIMS/04/13/0480,MANAGEMENT,200,2,2013/2014,12,47,11.8,1,0,0,,,,
13186,LAW 202,HIMS/04/13/0480,MANAGEMENT,200,,2013/2014,12,Validated,,,,,,,,
13187,MGS 201,HIMS/04/13/0480,MANAGEMENT,200,1,2013/2014,1,32,19.8,3,108,0,,,,
13188,MGS 201,HIMS/04/13/0480,MANAGEMENT,200,3,2013/2014,1,27,13.8,3,,,,,,
13189,MGS 202,HIMS/04/13/0480,MANAGEMENT,200,2,2013/2014,4,31,21,3,0,0,,,,
13190,MGS 202,HIMS/04/13/0480,MANAGEMENT,200,3,2013/2014,4,40,23.4,3,,,,,,
13191,MGS 204,HIMS/04/13/0480,MANAGEMENT,200,2,2013/2014,12,44,22.4,2,0,0,,,,
13192,MGS 204,HIMS/04/13/0480,MANAGEMENT,200,,2013/2014,12,Validated,,,,,,,,
13193,MGS 206,HIMS/04/13/0480,MANAGEMENT,200,2,2013/2014,0,,0,3,0,0,,,,
13194,MGS 206,HIMS/04/13/0480,MANAGEMENT,200,Not Eligible,2013/2014,0,Not Eligible,,,,,,,,
13195,MGT 204,HIMS/04/13/0480,MANAGEMENT,200,2,2013/2014,11,38,19.6,2,0,0,,,,
13196,MGT 204,HIMS/04/13/0480,MANAGEMENT,200,3,2013/2014,11,34,14,2,,,,,,
13197,MKG 201,HIMS/04/13/0480,MANAGEMENT,200,1,2013/2014,6,24,18,3,99,0,,,,
13198,MKG 201,HIMS/04/13/0480,MANAGEMENT,200,3,2013/2014,6,25,15.6,3,,,,,,
13199,MKGS 202,HIMS/04/13/0480,MANAGEMENT,200,2,2013/2014,18,30,28.8,3,0,0,,,,
13200,MKGS 202,HIMS/04/13/0480,MANAGEMENT,200,3,2013/2014,18,47,36,3,,,,,,
13201,MGS 305,HIMS/04/13/0480,MANAGEMENT,300,1,2014/2015,18,,,,0,,,,,
13202,MGS 306,HIMS/04/13/0480,MANAGEMENT,300,1,2014/2015,15,,,,0,,,,,
13203,MGS 302,HIMS/04/13/0480,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13204,ACY 201,HIMS/04/13/0483,MANAGEMENT,200,1,2013/2014,12,20,19.2,3,0,0,,,,
13205,ACY 201,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,12,30,16.2,3,,,,,,
13206,BNF 201,HIMS/04/13/0483,MANAGEMENT,200,1,2013/2014,11,21,19.2,3,96,0,,,,
13207,BNF 201,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,11,30,24.6,3,,,,,,
13208,CSC 202,HIMS/04/13/0483,MANAGEMENT,200,2,2013/2014,14,30,17.6,2,0,0,,,,
13209,CSC 202,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,14,51,24,2,,,,,,
13210,ECN 201,HIMS/04/13/0483,MANAGEMENT,200,1,2013/2014,12,32,26.4,3,96,0,,,,
13211,ECN 201,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,12,17,17.4,3,,,,,,
13212,ECN 203,HIMS/04/13/0483,MANAGEMENT,200,1,2013/2014,14,23,22.2,3,132,0,,,,
13213,ECN 203,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,14,30,17.4,3,,,,,,
13214,ECN 206,HIMS/04/13/0483,MANAGEMENT,200,2,2013/2014,13,21,20.4,3,0,0,,,,
13215,ECN 206,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,13,,7.8,3,,,,,,
13216,ENG 101,HIMS/04/13/0483,MANAGEMENT,200,1,2013/2014,16,23,15.6,2,74,0,,,,
13217,ENG 101,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,16,47,,,,,,,,
13218,FRE 101,HIMS/04/13/0483,MANAGEMENT,200,1,2013/2014,10,29,15.6,2,78,0,,,,
13219,FRE 101,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,10,71,30.4,2,,,,,,
13220,INS 201,HIMS/04/13/0483,MANAGEMENT,200,1,2013/2014,18,53,42.6,3,117,0,,,,
13221,INS 201,HIMS/04/13/0483,MANAGEMENT,200,,2013/2014,18,Validated,,,,,,,,
13222,LAW 201,HIMS/04/13/0483,MANAGEMENT,200,1,2013/2014,15,49,12.8,1,71,0,,,,
13223,LAW 201,HIMS/04/13/0483,MANAGEMENT,200,,2013/2014,15,Validated,,,,,,,,
13224,LAW 202,HIMS/04/13/0483,MANAGEMENT,200,2,2013/2014,13,5,3.6,1,0,0,,,,
13225,LAW 202,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,13,17,4,1,,,,,,
13226,MGS 201,HIMS/04/13/0483,MANAGEMENT,200,1,2013/2014,11,36,28.2,3,192,0,,,,
13227,MGS 201,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,11,23,17.4,3,,,,,,
13228,MGS 202,HIMS/04/13/0483,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13229,MGS 202,HIMS/04/13/0483,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
13230,MGS 204,HIMS/04/13/0483,MANAGEMENT,200,2,2013/2014,14,36,20,2,0,0,,,,
13231,MGS 204,HIMS/04/13/0483,MANAGEMENT,200,,2013/2014,14,Validated,,,,,,,,
13232,MGS 206,HIMS/04/13/0483,MANAGEMENT,200,2,2013/2014,11,15,15.6,3,0,0,,,,
13233,MGS 206,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,11,23,14.4,3,,,,,,
13234,MGT 204,HIMS/04/13/0483,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13235,MGT 204,HIMS/04/13/0483,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
13236,MKG 201,HIMS/04/13/0483,MANAGEMENT,200,1,2013/2014,18,31,29.4,3,141,0,,,,
13237,MKG 201,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,18,,10.8,3,,,,,,
13238,MKGS 202,HIMS/04/13/0483,MANAGEMENT,200,2,2013/2014,16,16,19.2,3,0,0,,,,
13239,MKGS 202,HIMS/04/13/0483,MANAGEMENT,200,3,2013/2014,16,29,24,3,,,,,,
13240,ACY 201,HIMS/04/13/0484,MANAGEMENT,200,1,2013/2014,10,25,21,3,0,0,,,,
13241,BNF 201,HIMS/04/13/0484,MANAGEMENT,200,1,2013/2014,16,22,22.8,3,105,0,,,,
13242,CSC 202,HIMS/04/13/0484,MANAGEMENT,200,2,2013/2014,11,21,12.8,2,0,0,,,,
13243,ECN 201,HIMS/04/13/0484,MANAGEMENT,200,1,2013/2014,11,16,16.2,3,72,0,,,,
13244,ECN 203,HIMS/04/13/0484,MANAGEMENT,200,1,2013/2014,8,40,28.8,3,81,0,,,,
13245,ECN 206,HIMS/04/13/0484,MANAGEMENT,200,2,2013/2014,12,12,14.4,3,0,0,,,,
13246,ENG 101,HIMS/04/13/0484,MANAGEMENT,200,1,2013/2014,21,33,21.6,2,96,0,,,,
13247,FRE 101,HIMS/04/13/0484,MANAGEMENT,200,1,2013/2014,8,16,9.6,2,114,0,,,,
13248,INS 201,HIMS/04/13/0484,MANAGEMENT,200,1,2013/2014,15,35,30,3,162,0,,,,
13249,LAW 201,HIMS/04/13/0484,MANAGEMENT,200,1,2013/2014,9,33,8.4,1,50,0,,,,
13250,LAW 202,HIMS/04/13/0484,MANAGEMENT,200,2,2013/2014,,30,6,1,0,0,,,,
13251,MGS 201,HIMS/04/13/0484,MANAGEMENT,200,1,2013/2014,10,31,24.6,3,126,0,,,,
13252,MGS 202,HIMS/04/13/0484,MANAGEMENT,200,2,2013/2014,,35,21,3,0,0,,,,
13253,MGS 204,HIMS/04/13/0484,MANAGEMENT,200,2,2013/2014,13,42,22,2,0,0,,,,
13254,MGS 206,HIMS/04/13/0484,MANAGEMENT,200,2,2013/2014,15,14,17.4,3,0,0,,,,
13255,MGT 204,HIMS/04/13/0484,MANAGEMENT,200,2,2013/2014,18,37,22,2,0,0,,,,
13256,MKG 201,HIMS/04/13/0484,MANAGEMENT,200,1,2013/2014,10,9,11.4,3,123,0,,,,
13257,MKGS 202,HIMS/04/13/0484,MANAGEMENT,200,2,2013/2014,18,20,22.8,3,0,0,,,,
13258,MGS 305,HIMS/04/13/0484,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13259,MGS 306,HIMS/04/13/0484,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13260,MGS 302,HIMS/04/13/0484,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13261,ACY 201,HIMS/04/13/0489,MANAGEMENT,200,1,2013/2014,23,44,40.2,3,0,0,,,,
13262,ACY 201,HIMS/04/13/0489,MANAGEMENT,200,,2013/2014,23,Validated,,,,,,,,
13263,BNF 201,HIMS/04/13/0489,MANAGEMENT,200,1,2013/2014,20,42,37.2,3,201,0,,,,
13264,BNF 201,HIMS/04/13/0489,MANAGEMENT,200,,2013/2014,20,Validated,,,,,,,,
13265,CSC 202,HIMS/04/13/0489,MANAGEMENT,200,2,2013/2014,12,30,16.8,2,0,0,,,,
13266,CSC 202,HIMS/04/13/0489,MANAGEMENT,200,3,2013/2014,12,53,24,2,,,,,,
13267,ECN 201,HIMS/04/13/0489,MANAGEMENT,200,1,2013/2014,,37,22.2,3,186,0,,,,
13268,ECN 201,HIMS/04/13/0489,MANAGEMENT,200,3,2013/2014,,45,27,3,,,,,,
13269,ECN 203,HIMS/04/13/0489,MANAGEMENT,200,1,2013/2014,15,23,22.8,3,111,0,,,,
13270,ECN 203,HIMS/04/13/0489,MANAGEMENT,200,3,2013/2014,15,40,24,3,,,,,,
13271,ECN 206,HIMS/04/13/0489,MANAGEMENT,200,2,2013/2014,13,16,17.4,3,0,0,,,,
13272,ECN 206,HIMS/04/13/0489,MANAGEMENT,200,3,2013/2014,13,30,19.8,3,,,,,,
13273,ENG 101,HIMS/04/13/0489,MANAGEMENT,200,1,2013/2014,19,29,19.2,2,76,0,,,,
13274,ENG 101,HIMS/04/13/0489,MANAGEMENT,200,3,2013/2014,19,37,,,,,,,,
13275,FRE 101,HIMS/04/13/0489,MANAGEMENT,200,1,2013/2014,5,25,12,2,96,0,,,,
13276,FRE 101,HIMS/04/13/0489,MANAGEMENT,200,3,2013/2014,5,67,26.8,2,,,,,,
13277,INS 201,HIMS/04/13/0489,MANAGEMENT,200,1,2013/2014,25,40,39,3,90,0,,,,
13278,INS 201,HIMS/04/13/0489,MANAGEMENT,200,,2013/2014,25,Validated,,,,,,,,
13279,LAW 201,HIMS/04/13/0489,MANAGEMENT,200,1,2013/2014,13,49,12.4,1,65,0,,,,
13280,LAW 201,HIMS/04/13/0489,MANAGEMENT,200,,2013/2014,13,Validated,,,,,,,,
13281,LAW 202,HIMS/04/13/0489,MANAGEMENT,200,2,2013/2014,,38,7.6,1,0,0,,,,
13282,LAW 202,HIMS/04/13/0489,MANAGEMENT,200,3,2013/2014,,42,6.4,1,,,,,,
13283,MGS 201,HIMS/04/13/0489,MANAGEMENT,200,1,2013/2014,19,40,35.4,3,186,0,,,,
13284,MGS 201,HIMS/04/13/0489,MANAGEMENT,200,,2013/2014,19,Validated,,,,,,,,
13285,MGS 202,HIMS/04/13/0489,MANAGEMENT,200,2,2013/2014,1,33,20.4,3,0,0,,,,
13286,MGS 202,HIMS/04/13/0489,MANAGEMENT,200,3,2013/2014,1,56,31.2,3,,,,,,
13287,MGS 204,HIMS/04/13/0489,MANAGEMENT,200,2,2013/2014,10,51,24.4,2,0,0,,,,
13288,MGS 204,HIMS/04/13/0489,MANAGEMENT,200,,2013/2014,10,Validated,,,,,,,,
13289,MGS 206,HIMS/04/13/0489,MANAGEMENT,200,2,2013/2014,18,25,25.8,3,0,0,,,,
13290,MGS 206,HIMS/04/13/0489,MANAGEMENT,200,3,2013/2014,18,31,23.4,3,,,,,,
13291,MGT 204,HIMS/04/13/0489,MANAGEMENT,200,2,2013/2014,15,38,21.2,2,0,0,,,,
13292,MGT 204,HIMS/04/13/0489,MANAGEMENT,200,,2013/2014,15,Validated,,,,,,,,
13293,MKG 201,HIMS/04/13/0489,MANAGEMENT,200,1,2013/2014,14,43,34.2,3,177,0,,,,
13294,MKG 201,HIMS/04/13/0489,MANAGEMENT,200,,2013/2014,14,Validated,,,,,,,,
13295,MKGS 202,HIMS/04/13/0489,MANAGEMENT,200,2,2013/2014,12,28,24,3,0,0,,,,
13296,MKGS 202,HIMS/04/13/0489,MANAGEMENT,200,3,2013/2014,12,45,31.2,3,,,,,,
13297,MGS 305,HIMS/04/13/0489,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13298,MGS 306,HIMS/04/13/0489,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13299,MGS 302,HIMS/04/13/0489,MANAGEMENT,300,1,2014/2015,1,,,,0,,,,,
13300,ACY 201,HIMS/04/13/0491,MANAGEMENT,200,1,2013/2014,15,36,30.6,3,0,0,,,,
13301,BNF 201,HIMS/04/13/0491,MANAGEMENT,200,1,2013/2014,25,25,30,3,153,0,,,,
13302,CSC 202,HIMS/04/13/0491,MANAGEMENT,200,2,2013/2014,18,33,20.4,2,0,0,,,,
13303,ECN 201,HIMS/04/13/0491,MANAGEMENT,200,1,2013/2014,16,33,29.4,3,150,0,,,,
13304,ECN 203,HIMS/04/13/0491,MANAGEMENT,200,1,2013/2014,12,47,35.4,3,147,0,,,,
13305,ECN 206,HIMS/04/13/0491,MANAGEMENT,200,2,2013/2014,13,24,22.2,3,0,0,,,,
13306,ENG 101,HIMS/04/13/0491,MANAGEMENT,200,1,2013/2014,19,32,20.4,2,118,0,,,,
13307,FRE 101,HIMS/04/13/0491,MANAGEMENT,200,1,2013/2014,7,36,17.2,2,102,0,,,,
13308,INS 201,HIMS/04/13/0491,MANAGEMENT,200,1,2013/2014,15,39,32.4,3,129,0,,,,
13309,LAW 201,HIMS/04/13/0491,MANAGEMENT,200,1,2013/2014,17,46,12.6,1,54,0,,,,
13310,LAW 202,HIMS/04/13/0491,MANAGEMENT,200,2,2013/2014,13.5,38,10.3,1,0,0,,,,
13311,MGS 201,HIMS/04/13/0491,MANAGEMENT,200,1,2013/2014,9,27,21.6,3,189,0,,,,
13312,MGS 202,HIMS/04/13/0491,MANAGEMENT,200,2,2013/2014,4.5,36,24.3,3,0,0,,,,
13313,MGS 204,HIMS/04/13/0491,MANAGEMENT,200,2,2013/2014,15,44,23.6,2,0,0,,,,
13314,MGS 206,HIMS/04/13/0491,MANAGEMENT,200,2,2013/2014,23,,13.8,3,0,0,,,,
13315,MGT 204,HIMS/04/13/0491,MANAGEMENT,200,2,2013/2014,18,52,28,2,0,0,,,,
13316,MKG 201,HIMS/04/13/0491,MANAGEMENT,200,1,2013/2014,10,32,25.2,3,108,0,,,,
13317,MKGS 202,HIMS/04/13/0491,MANAGEMENT,200,2,2013/2014,14,26,24,3,0,0,,,,
13318,MGS 305,HIMS/04/13/0491,MANAGEMENT,300,1,2014/2015,19,,,,0,,,,,
13319,MGS 306,HIMS/04/13/0491,MANAGEMENT,300,1,2014/2015,22,,,,0,,,,,
13320,MGS 302,HIMS/04/13/0491,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13321,MKGS 202,HIMS/04/13/0491,MANAGEMENT,200,3,2013/2014,14,44,,,,,,,,
13322,ECN 206,HIMS/04/13/0491,MANAGEMENT,200,3,2013/2014,13,18,,,,,,,,
13323,CSC 202,HIMS/04/13/0491,MANAGEMENT,200,3,2013/2014,18,48,,,,,,,,
13324,FRE 101,HIMS/04/13/0491,MANAGEMENT,200,3,2013/2014,7,44,,,,,,,,
13325,MGS 206,HIMS/04/13/0491,MANAGEMENT,200,3,2013/2014,23,34,,,,,,,,
13326,MGS 201,HIMS/04/13/0491,MANAGEMENT,200,3,2013/2014,9,29,,,,,,,,
13327,ECN 201,HIMS/04/13/0491,MANAGEMENT,200,3,2013/2014,16,55,,,,,,,,
13328,MKG 201,HIMS/04/13/0491,MANAGEMENT,200,3,2013/2014,10,45,,,,,,,,
13329,MKG 201,HIMS/04/13/0491,MANAGEMENT,200,3,2013/2014,4.5,36,,,,,,,,
13330,ACY 201,HIMS/04/13/0492,MANAGEMENT,200,1,2013/2014,,,0,3,120,0,,,,
13331,BNF 201,HIMS/04/13/0492,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13332,CSC 202,HIMS/04/13/0492,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13333,ECN 201,HIMS/04/13/0492,MANAGEMENT,200,1,2013/2014,15,,9,3,0,0,,,,
13334,ECN 203,HIMS/04/13/0492,MANAGEMENT,200,1,2013/2014,,,0,3,45,0,,,,
13335,ECN 206,HIMS/04/13/0492,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13336,ENG 101,HIMS/04/13/0492,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
13337,FRE 101,HIMS/04/13/0492,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
13338,INS 201,HIMS/04/13/0492,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13339,LAW 201,HIMS/04/13/0492,MANAGEMENT,200,1,2013/2014,8,,1.6,1,0,0,,,,
13340,LAW 202,HIMS/04/13/0492,MANAGEMENT,200,2,2013/2014,,,0,1,0,0,,,,
13341,MGS 201,HIMS/04/13/0492,MANAGEMENT,200,1,2013/2014,,,0,3,24,0,,,,
13342,MGS 202,HIMS/04/13/0492,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13343,MGS 204,HIMS/04/13/0492,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13344,MGS 206,HIMS/04/13/0492,MANAGEMENT,200,2,2013/2014,0,,0,3,0,0,,,,
13345,MGT 204,HIMS/04/13/0492,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13346,MKG 201,HIMS/04/13/0492,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13347,MKGS 202,HIMS/04/13/0492,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13348,MGS 305,HIMS/04/13/0492,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13349,MGS 306,HIMS/04/13/0492,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13350,MGS 302,HIMS/04/13/0492,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13351,ACY 201,HIMS/04/13/0494,MANAGEMENT,200,1,2013/2014,18,32,30,3,0,0,,,,
13352,BNF 201,HIMS/04/13/0494,MANAGEMENT,200,1,2013/2014,16,25,24.6,3,150,0,,,,
13353,CSC 202,HIMS/04/13/0494,MANAGEMENT,200,2,2013/2014,20,26,18.4,2,0,0,,,,
13354,ECN 201,HIMS/04/13/0494,MANAGEMENT,200,1,2013/2014,13,29,25.2,3,81,0,,,,
13355,ECN 203,HIMS/04/13/0494,MANAGEMENT,200,1,2013/2014,15,31,27.6,3,126,0,,,,
13356,ECN 206,HIMS/04/13/0494,MANAGEMENT,200,2,2013/2014,7,18,15,3,0,0,,,,
13357,ENG 101,HIMS/04/13/0494,MANAGEMENT,200,1,2013/2014,15,34,19.6,2,92,0,,,,
13358,FRE 101,HIMS/04/13/0494,MANAGEMENT,200,1,2013/2014,5,22,10.8,2,123,0,,,,
13359,INS 201,HIMS/04/13/0494,MANAGEMENT,200,1,2013/2014,22,49,42.6,3,147,0,,,,
13360,LAW 201,HIMS/04/13/0494,MANAGEMENT,200,1,2013/2014,12,,2.4,1,71,0,,,,
13361,LAW 202,HIMS/04/13/0494,MANAGEMENT,200,2,2013/2014,,46,9.2,1,0,0,,,,
13362,MGS 201,HIMS/04/13/0494,MANAGEMENT,200,1,2013/2014,3,28,18.6,3,36,0,,,,
13363,MGS 202,HIMS/04/13/0494,MANAGEMENT,200,2,2013/2014,4,43,28.2,3,0,0,,,,
13364,MGS 204,HIMS/04/13/0494,MANAGEMENT,200,2,2013/2014,14,57,28.4,2,0,0,,,,
13365,MGS 206,HIMS/04/13/0494,MANAGEMENT,200,2,2013/2014,11,,6.6,3,0,0,,,,
13366,MGT 204,HIMS/04/13/0494,MANAGEMENT,200,2,2013/2014,15,29,17.6,2,0,0,,,,
13367,MKG 201,HIMS/04/13/0494,MANAGEMENT,200,1,2013/2014,15,29,26.4,3,93,0,,,,
13368,MKGS 202,HIMS/04/13/0494,MANAGEMENT,200,2,2013/2014,18,23,24.6,3,0,0,,,,
13369,MGS 305,HIMS/04/13/0494,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13370,MGS 306,HIMS/04/13/0494,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13371,MGS 302,HIMS/04/13/0494,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13372,ACY 201,HIMS/04/13/0495,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13373,BNF 201,HIMS/04/13/0495,MANAGEMENT,200,1,2013/2014,16,35,30.6,3,0,0,,,,
13374,CSC 202,HIMS/04/13/0495,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13375,ECN 201,HIMS/04/13/0495,MANAGEMENT,200,1,2013/2014,12,20,19.2,3,153,0,,,,
13376,ECN 203,HIMS/04/13/0495,MANAGEMENT,200,1,2013/2014,14,29,25.8,3,96,0,,,,
13377,ECN 206,HIMS/04/13/0495,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13378,ENG 101,HIMS/04/13/0495,MANAGEMENT,200,1,2013/2014,20,46,26.4,2,86,0,,,,
13379,FRE 101,HIMS/04/13/0495,MANAGEMENT,200,1,2013/2014,15,34,19.6,2,132,0,,,,
13380,INS 201,HIMS/04/13/0495,MANAGEMENT,200,1,2013/2014,15,43,34.8,3,147,0,,,,
13381,LAW 201,HIMS/04/13/0495,MANAGEMENT,200,1,2013/2014,16,26,8.4,1,58,0,,,,
13382,LAW 202,HIMS/04/13/0495,MANAGEMENT,200,2,2013/2014,,,0,1,0,0,,,,
13383,MGS 201,HIMS/04/13/0495,MANAGEMENT,200,1,2013/2014,15,27,25.2,3,126,0,,,,
13384,MGS 202,HIMS/04/13/0495,MANAGEMENT,200,2,2013/2014,4,,2.4,3,0,0,,,,
13385,MGS 204,HIMS/04/13/0495,MANAGEMENT,200,2,2013/2014,13,40,21.2,2,0,0,,,,
13386,MGS 206,HIMS/04/13/0495,MANAGEMENT,200,2,2013/2014,0,,0,3,0,0,,,,
13387,MGT 204,HIMS/04/13/0495,MANAGEMENT,200,2,2013/2014,18,25,17.2,2,0,0,,,,
13388,MKG 201,HIMS/04/13/0495,MANAGEMENT,200,1,2013/2014,14,14,16.8,3,126,0,,,,
13389,MKGS 202,HIMS/04/13/0495,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
13390,MGS 305,HIMS/04/13/0495,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13391,MGS 306,HIMS/04/13/0495,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13392,MGS 302,HIMS/04/13/0495,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
13393,ACY 201,HIMS/04/13/0496,MANAGEMENT,200,1,2013/2014,,,0,3,90,0,,,,
13394,BNF 201,HIMS/04/13/0496,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
13395,CSC 202,HIMS/04/13/0496,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
13396,ECN 201,HIMS/04/13/0496,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
